time (source2)	Light
2356.595	91
2357.682	91
2358.54	91
2359.637	91
2360.697	91
2361.661	91
2362.529	91
2363.721	91
2364.658	91
2365.652	91
2366.679	90
2367.756	90
2368.774	90
2369.77	90
2370.726	90
2371.711	90
2372.775	90
2373.786	90
2374.832	90
2375.752	90
2376.768	90
2377.804	90
2378.944	90
2379.954	90
2381.855	90
2382.874	90
2383.91	90
2384.97	90
2385.912	90
2386.952	90
2387.979	90
2389.001	90
2389.874	90
2390.916	90
2392.065	90
2392.952	90
2393.929	90
2395.071	90
2396.106	90
2396.924	90
2398.027	90
2399.036	90
2400.149	90
2401.059	90
2402.996	90
2404.048	90
2405.11	90
2406.153	90
2407.148	90
2408.126	90
2409.142	90
2410.156	90
2411.198	91
2412.202	91
2414.226	91
2415.209	91
2416.14	91
2417.141	91
2418.228	91
2419.236	91
2420.243	91
2421.28	91
2422.278	91
2423.301	91
2424.341	91
2425.302	91
2426.362	91
2427.373	91
2428.378	92
2429.396	91
2430.41	91
2431.478	92
2432.43	92
2433.394	92
2435.326	92
2436.331	92
2437.533	92
2438.533	92
2439.539	92
2440.414	92
2441.498	92
2442.538	92
2443.458	92
2444.484	93
2445.506	93
2446.563	93
2447.65	93
2448.479	93
2449.488	93
2450.645	93
2451.634	93
2452.589	93
2453.519	94
2454.566	94
2455.602	94
2456.666	94
2458.736	94
2459.61	94
2460.707	94
2461.776	95
2462.692	95
2463.744	95
2464.733	95
2465.73	95
2466.801	95
2467.742	95
2468.769	95
2469.805	95
2470.884	95
2471.877	95
2473.749	95
2474.831	95
2475.826	96
2476.75	96
2477.91	96
2478.963	96
2479.896	96
2480.886	97
2481.945	97
2482.908	97
2483.9	97
2484.846	97
2485.961	97
2486.937	98
2488.948	98
2489.887	98
2491.042	99
2491.926	99
2492.947	99
2494.102	99
2495.106	99
2496.13	100
2496.966	100
2498.141	100
2499.118	100
2500.163	100
2501.089	101
2502.146	101
2504.122	101
2505.174	101
2506.231	102
2507.162	102
2508.215	102
2509.178	102
2510.27	103
2511.224	103
2512.258	103
2513.265	103
2514.264	104
2515.177	104
2516.358	104
2517.285	104
2518.231	105
2519.23	105
2520.365	105
2521.358	105
2522.392	106
2523.351	106
2524.317	106
2525.347	106
2526.335	106
2527.373	107
2528.356	107
2529.391	107
2530.492	107
2531.485	108
2532.406	108
2533.485	108
2534.343	109
2535.554	109
2536.418	109
2537.489	109
2538.49	109
2539.545	110
2540.582	110
2542.589	110
2543.538	111
2544.553	111
2545.627	111
2546.663	111
2547.629	112
2548.627	112
2549.668	112
2550.658	113
2551.563	113
2552.662	113
2553.677	113
2554.575	114
2555.717	114
2557.743	114
2558.732	114
2559.77	115
2560.706	115
2561.77	115
2562.786	115
2563.783	116
2564.843	116
2565.771	116
2567.786	117
2568.891	117
2569.831	117
2570.832	117
2572.844	118
2573.861	118
2574.883	118
2576.882	118
2577.941	119
2579.009	119
2579.926	119
2580.936	119
2581.955	120
2582.95	120
2583.989	120
2585.073	120
2585.999	120
2586.924	121
2588.011	121
